Mærke,Navn,Adresse,Postnr,By,Latitude,Longitude
Ingo,INGO MEJLBY,"Mejlbyvej 701, 8530 Hjortshøj",8530,Hjortshøj,56.302925,10.20944
Ingo,"INGO SILKEBORG, NDR. RINGVEJ.","Ndr. Ringvej 131, 8600 Silkeborg",8600,Silkeborg,56.181812,9.536609
Ingo,"INGO SILKEBORG, NØRREVÆNGET","Nørrevænget 40-42, 8600 Silkeborg",8600,Silkeborg,56.18403,9.545302
Ingo,"INGO SKANDERBORG, BLINDGADE","Blindgade 2, 8660 Skanderborg",8660,Skanderborg,56.04272,9.920451
Ingo,"INGO SKANDERBORG, MØLLEGADE","Møllegade 103, 8660 Skanderborg",8660,Skanderborg,56.03918,9.916969
Ingo,"INGO HORSENS, HØEGH GULDBERGSG","Høegh Guldbergs Gade 22, 8700 Horsens",8700,Horsens,55.85571,9.85084
Ingo,"INGO HORSENS, SILKEBORGVEJ","Silkeborgvej 2, 8700 Horsens",8700,Horsens,55.87313,9.82742
Ingo,"INGO HORSENS, VEJLEVEJ","Vejlevej 1, 8700 Horsens",8700,Horsens,55.85252,9.831087
Ingo,INGO NØRRE SNEDE,"Horsensvej 1, 8766 Nørre Snede",8766,Nørre Snede,55.96459,9.394607
Ingo,INGO OVERLUND,"Randersvej 3, Overlund, 8800 Viborg",8800,Viborg,56.448945,9.433858
Ingo,"INGO VIBORG, FABRIKVEJ","Fabrikvej 3, 8800 Viborg",8800,Viborg,56.467467,9.400254
Ingo,"INGO VIBORG, JEGSTRUPVEJ","Jegstrupvej 18-20, 8800 Viborg",8800,Viborg,56.45457,9.39369
Ingo,"INGO VIBORG, LILLE SKT. MIKKELSGADE","Ll. Sankt Mikkels Gade 19, 8800 Viborg",8800,Viborg,56.449542,9.414471
Ingo,"INGO RANDERS, HOBROVEJ","Hobrovej 74, 8920 Randers NV",8920,Randers NV,56.468853,10.019155
Ingo,"INGO RANDERS, VIBORGVEJ","Viborgvej 100, 8920 Randers NV",8920,Randers NV,56.46634,9.99563
Ingo,"INGO RANDERS, ÅRHUSVEJ","Århusvej 62, 8940 Randers SV",8940,Randers SV,56.442513,10.048376
Ingo,"INGO RANDERS, GRENÅVEJ","Grenåvej 20D, 8960 Randers SØ",8960,Randers SØ,56.45351,10.04582
Ingo,"INGO AALBORG, VEJGAARD","Øster Sundby Vej 95, 9000 Aalborg",9000,Aalborg,57.043694,9.966673
Ingo,"INGO AALBORG, HOBROVEJ 384","Hobrovej 384, 9200 Aalborg SV",9200,Aalborg SV,57.010822,9.887434
Ingo,"INGO AALBORG, HOBROVEJ 448","Hobrovej 448A, 9200 Aalborg SV",9200,Aalborg SV,57.004383,9.87917
Ingo,"INGO AALBORG, OTTO MØNSTEDSVEJ","Otto Mønsteds Vej 1, 9200 Aalborg SV",9200,Aalborg SV,57.015119,9.895936
Ingo,"INGO AALBORG, GUGVEJ","Gugvej 130, 9210 Aalborg SØ",9210,Aalborg SØ,57.019809,9.925547
Ingo,"INGO AALBORG, MYLIUS ERICHSENSVEJ","Mylius Erichsens Vej 78, 9210 Aalborg SØ",9210,Aalborg SØ,57.021183,9.937807
Ingo,INGO GISTRUP,"Hadsundvej 327, 9260 Gistrup",9260,Gistrup,56.998985,9.993706
Ingo,INGO SÆBY,"Ålborgvej 60, 9300 Sæby",9300,Sæby,57.328407,10.499631
Ingo,"INGO NØRRESUNDBY, HJØRRINGVEJ","Hjørringvej 52-54, 9400 Nørresundby",9400,Nørresundby,57.06841,9.94488
Ingo,"INGO NØRRESUNDBY, ØSTERGADE","Østergade 41, 9400 Nørresundby",9400,Nørresundby,57.059938,9.931996
Ingo,"INGO NØRRESUNDBY, THISTEDVEJ","Thistedvej 60, 9400 Nørresundby",9400,Nørresundby,57.065924,9.904037
Ingo,INGO VADUM,"Ellehammersvej 25c, 9430 Vadum",9430,Vadum,57.114536,9.858721
Ingo,INGO AABYBRO,"Nordstjernevej 2, 9440 Aabybro",9440,Aabybro,57.150049,9.749551
Ingo,INGO BROVST,"Østergade 45, 9460 Brovst",9460,Brovst,57.097446,9.528528
Ingo,INGO LØKKEN,"Industrivej 2a, 9480 Løkken",9480,Løkken,57.373597,9.727803
Ingo,"INGO HOBRO, JYLLANDSVEJ","Jyllandsvej 11, 9500 Hobro",9500,Hobro,56.630311,9.817307
Ingo,"INGO HOBRO, RANDERSVEJ","Randersvej 56-58, 9500 Hobro",9500,Hobro,56.629148,9.801898
Ingo,INGO AARS,"Hobrovej 5, 9600 Aars",9600,Aars,56.802871,9.528958
Ingo,INGO ST. BINDERUP,"Gl. Viborgvej 11, St. Binderup, 9600 Aars",9600,Aars,56.764445,9.560464
Ingo,INGO FARSØ,"Nørregade 18-20, 9640 Farsø",9640,Farsø,56.773815,9.340244
Ingo,"INGO FJERRITSLEV, ÅLEGÅRDS MARK","Aalborgvej 241, Ålegårds Mark, 9690 Fjerritslev",9690,Fjerritslev,57.088456,9.342412
Ingo,"INGO BRØNDERSLEV, AALBORGVEJ","Ålborgvej 78, 9700 Brønderslev",9700,Brønderslev,57.26112,9.968599
Ingo,"INGO BRØNDERSLEV, ØSTERGADE","Østergade 142, 9700 Brønderslev",9700,Brønderslev,57.260007,9.96739
Ingo,"INGO HJØRRING, BISPENSGADE 97","Bispensgade 97, 9800 Hjørring",9800,Hjørring,57.448023,9.996013
Ingo,"INGO HJØRRING, FREDERIKSHAVNSVEJ 40","Frederikshavnsvej 40, 9800 Hjørring",9800,Hjørring,57.455794,10.003992
Ingo,"INGO HJØRRING, FREDERIKSHAVNSVEJ 9","Frederikshavnsvej 9, 9800 Hjørring",9800,Hjørring,57.456245,10.00109
Ingo,INGO HIRTSHALS,"Søndergade 52, 9850 Hirtshals",9850,Hirtshals,57.581703,9.968076
Ingo,INGO SINDAL,"Vestergade 13, 9870 Sindal",9870,Sindal,57.47017,10.196095
Ingo,"INGO FREDERIKSHAVN, RIMMENS ALLE","Rimmens Alle 122, 9900 Frederikshavn",9900,Frederikshavn,57.446663,10.509806
Ingo,"INGO FREDRIKSHAVN, FASANVEJ","Fasanvej 3, 9900 Frederikshavn",9900,Frederikshavn,57.441334,10.52921
Ingo,"INGO FREDRIKSHAVN, MAIGÅRDSVEJ","Maigårdsvej 1a, 9900 Frederikshavn",9900,Frederikshavn,57.447094,10.500569
KP Benzin,KP Benzin ApS,"Søndergade 45, 5580 Nørre Aaby",5580,Nørre Aaby,55.455449,9.869288
Kai Dige Bach,Kai Dige Bach,"Klausdalsbrovej 493, 2730 Herlev",2730,Herlev,55.743951,12.41458
Lavpris,Lav Pristank,"Vesterhavsgade 22D, 7700 Thisted",7700,Thisted,56.949288,8.379151
Lavpris,Lavpris Benzin - Merko Koldby,"Svinget 2B, 7752 Snedsted",7752,Snedsted,56.845749,8.532039
Lavpris,Lavpris Snedsted,"Hovedgaden 23, 7752 Snedsted",7752,Snedsted,56.892573,8.530354
Lavpris,Lavpris Benzin - Merko Koldby,"Limfjordsgade 15, 7752 Snedsted",7752,Snedsted,56.84543,8.53103
Lavpris,Lavpris Bedsted Thy,"Vestervigvej 86, 7755 Bedsted Thy",7755,Bedsted Thy,56.808802,8.407403
Lavpris,Lavpris benzin,"Bredgade 15D, 7760 Hurup Thy",7760,Hurup Thy,56.745198,8.432942
OIL!,OIL! tank & go Taastrup (Torv),"Taastrup Torv 30, 2630 Taastrup (Torv)",2630,Taastrup (Torv),55.6514,12.2997
OIL!,OIL! tank & go Taastrup,"Roskildevej 376, 2630 Taastrup",2630,Taastrup,55.658034,12.2969
OIL!,OIL! tank & go Ishøj,"Vejleåvej 19, 2635 Ishøj",2635,Ishøj,55.623416,12.321553
OIL!,OIL! tank & go Hvidovre,"Vigerslev Allé 382, 2650 Hvidovre",2650,Hvidovre,55.652749,12.479347
OIL!,OIL! tank & go Greve,"Ventrupparken 18, 2670 Greve",2670,Greve,55.5926,12.2679
OIL!,OIL! tank & go Helsingør,"Klostermosevej 103, 3000 Helsingør",3000,Helsingør,56.023985,12.571799
OIL!,OIL! tank & go Gørløse,"Stationsvej 4, 3330 Gørløse",3330,Gørløse,55.8874,12.1981
OIL!,OIL! tank & go Hillerød,"Sigrunsvej 2, 3400 Hillerød",3400,Hillerød,55.9325,12.2624
OIL!,OIL! tank & go Nexø,"Torvegade 23, 3730 Nexø",3730,Nexø,55.0633,15.1266
OIL!,OIL! tank & go Ringsted,"Odinsvej 2, 4100 Ringsted",4100,Ringsted,55.4352,11.7924
OIL!,OIL! tank & go Holbæk,"Stormøllevej 7, 4300 Holbæk",4300,Holbæk,55.7136,11.7455
OIL!,OIL! tank & go Kalundborg,"Holbækvej 74, 4400 Kalundborg",4400,Kalundborg,55.678663,11.135847
OIL!,OIL! tank & go Herfølge,"Vordingborgvej 78, 4681 Herfølge",4681,Herfølge,55.427547,12.152054
OIL!,OIL! tank & go Næstved,"Erantisvej 44, 4700 Næstved",4700,Næstved,55.2379,11.7779
OIL!,OIL! tank & go Maribo,"Werner Larsen Vej 2 C, 4930 Maribo",4930,Maribo,54.7808,11.5141
OIL!,OIL! tank & go Rødby,"Kongeleddet 52, 4970 Rødby",4970,Rødby,54.6689,11.3649
OIL!,OIL! tank & go Odense V,"Bystævnevej 3, Bolbro, 5200 Odense V",5200,Odense V,55.3943,10.3469
OIL!,OIL! tank & go Odense NØ (Seden),"Bjerggårds Allé 6, 5240 Odense NØ (Seden)",5240,Odense NØ (Seden),55.4249,10.4546
OIL!,OIL! tank & go Middelfart,"Brovejen 18, 5500 Middelfart",5500,Middelfart,55.4985,9.75811
OIL!,OIL! tank & go Assens,"Nørreallé 12 B, 5610 Assens",5610,Assens,55.2736,9.90704
OIL!,OIL! tank & go Svendborg,"Vestergade 119 A, 5700 Svendborg",5700,Svendborg,55.0627,10.5952
OIL!,OIL! tank & go Ringe,"Bygmestervej 1 A, 5750 Ringe",5750,Ringe,55.236593,10.490036
OIL!,OIL! tank & go Nyborg,"Storebæltsvej 5 A, 5800 Nyborg",5800,Nyborg,55.3087,10.8069
OIL!,OIL! tank & go Kolding,"Damhusvej 1 B, 6000 Kolding",6000,Kolding,55.5202,9.45812
OIL!,OIL! tank & go Kolding (Syd),"Vonsildvej 105 A, 6000 Kolding (Syd)",6000,Kolding (Syd),55.451033,9.476798
OIL!,OIL! tank & go Rødekro,"Østergade 49 C, 6230 Rødekro",6230,Rødekro,55.0712,9.34438
OIL!,OIL! tank & go Sønderborg,"Grundtvigs Allé 195, 6400 Sønderborg",6400,Sønderborg,54.9217,9.80631
OIL!,OIL! tank & go Nordborg,"Th. Brorsens Vej 1, 6430 Nordborg",6430,Nordborg,55.0556,9.74886
OIL!,OIL! tank & go Vojens,"Vestergade 1 A, 6500 Vojens",6500,Vojens,55.2464,9.30432
OIL!,OIL! tank & go Esbjerg V,"Sædding Ringvej 6, 6710 Esbjerg V",6710,Esbjerg V,55.5037,8.40523
OIL!,OIL! tank & go Esbjerg V,"Vandmandens Kvarter 2, 6710 Esbjerg V",6710,Esbjerg V,55.5188,8.41318
OIL!,OIL! tank & go Ribe (Centrum),"Moltkes Allé 1, 6760 Ribe (Centrum)",6760,Ribe (Centrum),55.3339,8.77003
OIL!,OIL! tank & go Ribe (Nord),"Trojels Knæ 24, 6760 Ribe (Nord)",6760,Ribe (Nord),55.350259,8.780917
OIL!,OIL! tank & go Varde,"Nordre Boulevard 203, 6800 Varde",6800,Varde,55.62561,8.46218
OIL!,OIL! tank & go Ølgod,"Industrivej 2, 6870 Ølgod",6870,Ølgod,55.807747,8.624704
OIL!,OIL! tank & go Skjern,"Jægervej 1, 6900 Skjern",6900,Skjern,55.952,8.51417
OIL!,OIL! tank & go Ringkøbing,"Skaadsmosevej 2, 6950 Ringkøbing",6950,Ringkøbing,56.0864,8.27822
OIL!,OIL! tank & go Vejle (Syd),"Soldalen 2, 7100 Vejle (Syd)",7100,Vejle (Syd),55.6807,9.56783
OIL!,OIL! tank & go Vejle (Nord),"Solkilde Alle 2 Z, 7100 Vejle (Nord)",7100,Vejle (Nord),55.724,9.58387
OIL!,OIL! tank & go Grindsted,"Glentevej 3, 7200 Grindsted",7200,Grindsted,55.7598,8.91834
OIL!,OIL! tank & go Brande,"Østrealle 22, 7330 Brande",7330,Brande,55.9435,9.13574
OIL!,OIL! tank & go Herning,"Åvænget 7 B, 7400 Herning",7400,Herning,56.1337,9.00592
OIL!,OIL! tank & go Ikast (Centrum),"Eli Christensens Vej 1 B, 7430 Ikast (Centrum)",7430,Ikast (Centrum),56.1392,9.14228
OIL!,OIL! tank & go Ikast (Øst),"Europavej 3, 7430 Ikast (Øst)",7430,Ikast (Øst),56.123699,9.175422
OIL!,OIL! tank & go Holstebro,"Nyholmvej 22, 7500 Holstebro",7500,Holstebro,56.3758,8.62117
OIL!,OIL! tank & go Struer,"Søndergårdsvej 4, 7600 Struer",7600,Struer,56.4844,8.58282
OIL!,OIL! tank & go Skive,"Elskjærbakken 2, 7800 Skive",7800,Skive,56.570215,8.999659
OIL!,OIL! tank & go Nykøbing Mors,"Aabro Fald 2, 7900 Nykøbing Mors",7900,Nykøbing Mors,56.7903,8.83333
OIL!,OIL! tank & go Århus V,"Viborgvej 165, 8210 Aarhus V",8210,Aarhus V,56.1688,10.161
OIL!,OIL! tank & go Viby J.,"Christian X's Vej 112, 8260 Viby J",8260,Viby J,56.122455,10.168878
OIL!,OIL! tank & go Tilst,"Agerøvej 1A, 8381 Tilst",8381,Tilst,56.181916,10.103176
OIL!,OIL! tank & go Grenaa (Centrum),"Østerbrogade 43 C, 8500 Grenaa (Centrum)",8500,Grenaa (Centrum),56.4142,10.887
OIL!,OIL! tank & go Grenaa (Syd),"Hesselvang 1, 8500 Grenaa (Syd)",8500,Grenaa (Syd),56.382924,10.862977
OIL!,OIL! tank & go Kolind / Aarhus Airport,"Ny Lufthavnsvej 24, 8560 Kolind / Aarhus Airport",8560,Kolind / Aarhus Airport,56.3078,10.6268
OIL!,OIL! tank & go Silkeborg N. Ringvej,"Nordre Ringvej 90, 8600 Silkeborg N. Ringvej",8600,Silkeborg N. Ringvej,56.1814,9.53703
OIL!,OIL! tank & go Silkeborg,"Nordre Højmarksvej 5, 8600 Silkeborg",8600,Silkeborg,56.1868,9.50779
OIL!,OIL! tank & go Horsens (Centrum),"Høegh Guldbergs Gade 15 F, 8700 Horsens (Centrum)",8700,Horsens (Centrum),55.854,9.85128
OIL!,OIL! tank & go Horsens (Syd),"Vejlevej 102, 8700 Horsens (Syd)",8700,Horsens (Syd),55.833085,9.804744
OIL!,OIL! tank & go Viborg,"Jægersborgvej 3, 8800 Viborg",8800,Viborg,56.4457,9.36208
OIL!,OIL! tank & go Randers NV,"Mariagervej 175, 8920 Randers NV",8920,Randers NV,56.4824,10.025
OIL!,OIL! tank & go Randers NØ,"Jomfruløkken 9, 8930 Randers NØ",8930,Randers NØ,56.48799,10.047886
OIL!,OIL! tank & go Randers SV,"Messingvej 10, 8940 Randers SV",8940,Randers SV,56.4304,10.054
OIL!,OIL! tank & go Aalborg Sv,"Nibevej 22 E, 9200 Aalborg SV",9200,Aalborg SV,57.0065,9.87634
OIL!,OIL! tank & go Aalborg Øst,"Niels Bohrs Vej 44, 9220 Aalborg Øst",9220,Aalborg Øst,57.0179,9.99321
OIL!,OIL! tank & go Sæby,"Sophus Falcks Vej 4, 9300 Sæby",9300,Sæby,57.33164,10.5056
OIL!,OIL! tank & go Nørresundby,"Thistedvej 1 B, 9400 Nørresundby",9400,Nørresundby,57.0632,9.91029
OIL!,OIL! tank & go Nørager,"Bredgade 23, 9610 Nørager",9610,Nørager,56.7079,9.62743
OIL!,OIL! tank & go Fjerritslev,"Vestergaardsvej 46, 9690 Fjerritslev",9690,Fjerritslev,57.0836,9.25528
OIL!,OIL! tank & go Hjørring,"Frederikshavnsvej 120, 9800 Hjørring",9800,Hjørring,57.4558,10.0148
OIL!,OIL! tank & go Frederikshavn (Vest),"Hjørringvej 139, 9900 Frederikshavn (Vest)",9900,Frederikshavn (Vest),57.4467,10.5086
OIL!,OIL! tank & go Frederikshavn (Nord),"Apholmenvej 3, 9900 Frederikshavn (Nord)",9900,Frederikshavn (Nord),57.4625,10.5249
OK,OK København Ø,"Ryesgade 60, 2100 København Ø",2100,København Ø,55.694282,12.570508
OK,OK København Ø,"Rovsingsgade 60, 2100 København Ø",2100,København Ø,55.71097,12.553269
OK,OK København N,"Lundtoftegade 85, 2200 København N",2200,København N,55.697172,12.538145
OK,OK København S,"Englandsvej 230, 2300 København S",2300,København S,55.638155,12.599495
OK,OK København S,"Englandsvej 30, 2300 København S",2300,København S,55.656316,12.603597
OK,OK København S,"Kastrupvej 145, 2300 København S",2300,København S,55.647783,12.622562
OK,OK København NV,"Frederiksborgvej 238, 2400 København NV",2400,København NV,55.72627,12.52636
OK,OK København SV,"Sjællandsbroen 2, 2450 København SV",2450,København SV,55.645619,12.542438
OK,OK Brøndby,"Søndre Ringvej 33, 2605 Brøndby",2605,Brøndby,55.658895,12.391218
OK,OK Rødovre,"Islevdalvej 30, 2610 Rødovre",2610,Rødovre,55.692304,12.433458
OK,OK Albertslund,"Læhegnet 35, 2620 Albertslund",2620,Albertslund,55.662867,12.36537
OK,OK Vallensbæk,"Jydekrogen 1, 2625 Vallensbæk",2625,Vallensbæk,55.644269,12.374071
OK,OK Taastrup,"Landsbygaden 36, 2630 Taastrup",2630,Taastrup,55.681049,12.254952
OK,OK Taastrup,"Cityringen 22, 2630 Taastrup",2630,Taastrup,55.642498,12.276132
OK,OK Hedehusene,"Vesterkøb 39, 2640 Hedehusene",2640,Hedehusene,55.653763,12.195634
OK,OK Hvidovre,"Rebæk Søpark 4, 2650 Hvidovre",2650,Hvidovre,55.663273,12.45645
OK,OK Brøndby Strand,"Gammel Køge Landevej 722, 2660 Brøndby Strand",2660,Brøndby Strand,55.617978,12.417913
OK,OK Vallensbæk Strand,"Strandesplanaden 124, 2665 Vallensbæk Strand",2665,Vallensbæk Strand,55.622908,12.390047
OK,OK Greve,"Mosede Landevej 68, 2670 Greve",2670,Greve,55.584453,12.256875
OK,OK Solrød Strand,"Solrød Strandvej 154, 2680 Solrød Strand",2680,Solrød Strand,55.525637,12.216799
OK,OK Karlslunde,"Køge Bugt Motorvejen 296A, 2690 Karlslunde",2690,Karlslunde,55.56199,12.228443
OK,OK Karlslunde,"Køge Bugt Motorvejen 295B, 2690 Karlslunde",2690,Karlslunde,55.559582,12.231962
OK,OK Karlslunde,"Karlslunde Landevej 9, 2690 Karlslunde",2690,Karlslunde,55.572768,12.232146
OK,OK Brønshøj,"Frederikssundsvej 344, 2700 Brønshøj",2700,Brønshøj,55.7129,12.4703
OK,OK Brønshøj,"Husumvej 113A, 2700 Brønshøj",2700,Brønshøj,55.70837,12.477376
OK,OK Vanløse,"Bellahøjvej 154, 2720 Vanløse",2720,Vanløse,55.695246,12.498824
OK,OK Vanløse,"Linde Allé 9, 2720 Vanløse",2720,Vanløse,55.682722,12.491758
OK,OK Herlev,"Nørrelundvej 2, 2730 Herlev",2730,Herlev,55.725275,12.417586
OK,OK Skovlunde,"Mileparken 2, 2740 Skovlunde",2740,Skovlunde,55.713203,12.418083
OK,OK Skovlunde,"Bybjergvej 2, 2740 Skovlunde",2740,Skovlunde,55.719287,12.402304
OK,OK Ballerup,"Hold-An Vej 96, 2750 Ballerup",2750,Ballerup,55.724714,12.355669
OK,OK Smørum,"Flodvej 73, 2765 Smørum",2765,Smørum,55.732971,12.304699
OK,OK Kastrup,"Løjtegårdsvej 1, 2770 Kastrup",2770,Kastrup,55.622269,12.625626
OK,OK Kastrup,"Præstefælledvej 24, 2770 Kastrup",2770,Kastrup,55.62362,12.599805
OK,OK Kastrup,"Kongelundsvej 285, 2770 Kastrup",2770,Kastrup,55.617394,12.586037
OK,OK Gentofte,"Vangede Bygade 40, 2820 Gentofte",2820,Gentofte,55.751573,12.518084
OK,OK Søborg,"Skolesvinget 2, 2860 Søborg",2860,Søborg,55.730178,12.499203
OK,OK Helsingør,"Esrumvej 90, 3000 Helsingør",3000,Helsingør,56.040867,12.587262
OK,OK Humlebæk,"Humlebæk Center 99, 3050 Humlebæk",3050,Humlebæk,55.964783,12.530254
OK,OK Humlebæk,"Humlebæk Strandvej 71, 3050 Humlebæk",3050,Humlebæk,55.962366,12.535018
OK,OK Hornbæk,"Nordre Strandvej 312, 3100 Hornbæk",3100,Hornbæk,56.090671,12.460739
OK,OK Helsinge,"Birkedalsvej 10, 3200 Helsinge",3200,Helsinge,56.018722,12.198244
OK,OK Helsinge,"Industrivej 1, 3200 Helsinge",3200,Helsinge,56.01715,12.165291
OK,OK Græsted,"Centervejen 4, 3230 Græsted",3230,Græsted,56.063097,12.281859
OK,OK Græsted,"Helsingevej 75A, 3230 Græsted",3230,Græsted,56.085251,12.212582
OK,OK Græsted,"Ny Mårumvej 174, 3230 Græsted",3230,Græsted,56.027669,12.279967
OK,OK Gilleleje,"Parkvej 1, 3250 Gilleleje",3250,Gilleleje,56.118695,12.317928
OK,OK Gilleleje,"Smidstrup Strandvej 61, 3250 Gilleleje",3250,Gilleleje,56.115564,12.238154
OK,OK Gilleleje,"Bonderupvejen 40, 3250 Gilleleje",3250,Gilleleje,56.111731,12.329238
OK,OK Frederiksværk,"Torvet 35, 3300 Frederiksværk",3300,Frederiksværk,55.971356,12.018732
OK,OK Ølsted,"Byvej 6, 3310 Ølsted",3310,Ølsted,55.924176,12.072412
OK,OK Skævinge,"Hovedgaden 20, 3320 Skævinge",3320,Skævinge,55.908936,12.148153
OK,OK Hundested,"Nørregade 51, 3390 Hundested",3390,Hundested,55.960694,11.852351
OK,OK Hillerød,"Egespurs Alle 1, 3400 Hillerød",3400,Hillerød,55.927934,12.263554
OK,OK Hillerød,"Frederiksværksgade 119, 3400 Hillerød",3400,Hillerød,55.939694,12.27611
OK,OK Allerød,"Frederiksborgvej 72, 3450 Allerød",3450,Allerød,55.875241,12.346106
OK,OK Fredensborg,"Humlebækvej 2, 3480 Fredensborg",3480,Fredensborg,55.96576,12.40984
OK,OK Værløse,"Tibberup Alle 69, 3500 Værløse",3500,Værløse,55.755479,12.408953
OK,OK Farum,"Hørmarken 10, 3520 Farum",3520,Farum,55.822448,12.368709
OK,OK Lynge,"Lynge Bytorv 17, 3540 Lynge",3540,Lynge,55.837976,12.277372
OK,OK Slangerup,"Københavnsvej 5, 3550 Slangerup",3550,Slangerup,55.843234,12.176323
OK,OK Jægerspris,"Møllehegnet 2, 3630 Jægerspris",3630,Jægerspris,55.850332,11.986346
OK,OK Jægerspris,"Gammel Kulhusvej 9, 3630 Jægerspris",3630,Jægerspris,55.911126,11.93244
OK,OK Jægerspris,"Lyngerupvej 69, 3630 Jægerspris",3630,Jægerspris,55.804083,11.981354
OK,OK Ølstykke,"Bryggertorvet 1, 3650 Ølstykke",3650,Ølstykke,55.780413,12.173921
OK,OK Roskilde,"Hyrdehøj Bygade 30, 4000 Roskilde",4000,Roskilde,55.634949,12.052626
OK,OK Roskilde,"Gulddyssevej 7, 4000 Roskilde",4000,Roskilde,55.736991,12.14952
OK,OK Roskilde,"Klosterengen 58, 4000 Roskilde",4000,Roskilde,55.649096,12.105204
OK,OK Roskilde,"Helligkorsvej 6A, 4000 Roskilde",4000,Roskilde,55.639356,12.070219
OK,OK Tune,"Tune Parkvej 7, 4030 Tune",4030,Tune,55.596573,12.189146
OK,OK Skibby,"Østergade 6, 4050 Skibby",4050,Skibby,55.783563,12.016723
OK,OK Kirke Såby,"Hornsherredvej 3, 4060 Kirke Såby",4060,Kirke Såby,55.653379,11.920875
OK,OK Ringsted,"Ørslev Gade 23, 4100 Ringsted",4100,Ringsted,55.386606,11.936816
OK,OK Ringsted,"Næstvedvej 230, 4100 Ringsted",4100,Ringsted,55.419763,11.783569
OK,OK Ringsted,"Ringstedvej 669, 4100 Ringsted",4100,Ringsted,55.448316,11.959221
OK,OK Ringsted,"Klosterparks Alle 4, 4100 Ringsted",4100,Ringsted,55.45256,11.788639
OK,OK Ringsted,"Roskildevej 398, 4100 Ringsted",4100,Ringsted,55.484978,11.850382
OK,OK Viby Sjælland,"Tofthøjvej 5, 4130 Viby Sjælland",4130,Viby Sjælland,55.54855,12.026495
OK,OK Borup,"Hovedgaden 58A, 4140 Borup",4140,Borup,55.497754,11.9775
OK,OK Herlufmagle,"Helgesvej 115, 4160 Herlufmagle",4160,Herlufmagle,55.296703,11.754816
OK,OK Sorø,"Nordmarksvej 4, 4180 Sorø",4180,Sorø,55.442514,11.565919
OK,OK Sorø,"Norgesvej 2-, 4180 Sorø",4180,Sorø,55.414759,11.563072
OK,OK Slagelse,"Jernbanegade 28, 4200 Slagelse",4200,Slagelse,55.407463,11.353635
OK,OK Slagelse,"Flakkebjerg Hovedgade 17, 4200 Slagelse",4200,Slagelse,55.312094,11.395561
OK,OK Slagelse,"Stillingevej 45, 4200 Slagelse",4200,Slagelse,55.437066,11.248891
OK,OK Slagelse,"Smedegade 77, 4200 Slagelse",4200,Slagelse,55.407623,11.367413
OK,OK Slagelse,"Hunsballevej 2, 4200 Slagelse",4200,Slagelse,55.357787,11.443193
OK,OK Slagelse,"Valbyvej 65B, 4200 Slagelse",4200,Slagelse,55.41507,11.350364
OK,OK Korsør,"Stibjergvej 2, 4220 Korsør",4220,Korsør,55.364582,11.171242
OK,OK Korsør,"Storebæltsvej 44, 4220 Korsør",4220,Korsør,55.350357,11.124252
OK,OK Skælskør,"Sorøvej 27, 4230 Skælskør",4230,Skælskør,55.256536,11.3022
OK,OK Vemmelev,"Akacievej 1, 4241 Vemmelev",4241,Vemmelev,55.363904,11.259794
OK,OK Boeslunde,"Boeslunde Byvej 137, 4242 Boeslunde",4242,Boeslunde,55.303543,11.266901
OK,OK Fuglebjerg,"Byagervej 3, 4250 Fuglebjerg",4250,Fuglebjerg,55.302313,11.545068
OK,OK Høng,"Centervej 19, 4270 Høng",4270,Høng,55.504102,11.290532
OK,OK Høng,"Slagelsevej 6, 4270 Høng",4270,Høng,55.506206,11.286692
OK,OK Gørlev,"Algade 30, 4281 Gørlev",4281,Gørlev,55.540097,11.225788
OK,OK Ruds Vedby,"Rudsgade 11, 4291 Ruds Vedby",4291,Ruds Vedby,55.541208,11.374043
OK,OK Dianalund,"Dr Sells Vej 3, 4293 Dianalund",4293,Dianalund,55.533002,11.49629
OK,OK Stenlille,"Stationsvej 1, 4295 Stenlille",4295,Stenlille,55.53891,11.593408
OK,OK Holbæk,"Bilbyen 12, 4300 Holbæk",4300,Holbæk,55.70607,11.67166
OK,OK Holbæk,"Udbyvej 57, 4300 Holbæk",4300,Holbæk,55.756556,11.708964
OK,OK Holbæk,"Slotsvej 9, 4300 Holbæk",4300,Holbæk,55.717528,11.704775
OK,OK Orø,"Bygaden 25, 4305 Orø",4305,Orø,55.768251,11.803085
OK,OK Lejre,"Alfarvejen 15, 4320 Lejre",4320,Lejre,55.566027,11.962783
OK,OK Tølløse,"Østergårdsvej 6, 4340 Tølløse",4340,Tølløse,55.605094,11.585913
OK,OK Tølløse,"Vestergade 70, 4340 Tølløse",4340,Tølløse,55.611956,11.763209
OK,OK Tølløse,"Kvarmløsevej 56, 4340 Tølløse",4340,Tølløse,55.613253,11.784319
OK,OK Ugerløse,"Hovedgaden 34, 4350 Ugerløse",4350,Ugerløse,55.584509,11.654266
OK,OK Kalundborg,"Sydhavnsvej 1, 4400 Kalundborg",4400,Kalundborg,55.676473,11.104759
OK,OK Kalundborg,"Gl Rørbyvej 2, 4400 Kalundborg",4400,Kalundborg,55.646119,11.161488
OK,OK Kalundborg,"Kåstrupvej 1, 4400 Kalundborg",4400,Kalundborg,55.69144,11.148174
OK,OK Kalundborg,"Elmegade 9, 4400 Kalundborg",4400,Kalundborg,55.678809,11.098024
