Mærke,Navn,Adresse,Postnr,By,Latitude,Longitude
Go'on,Go'on Bøvlingbjerg,"Tangsøgade 92, 7650 Bøvlingbjerg",7650,Bøvlingbjerg,56.438959,8.197442
Go'on,Go'on Thyborøn,"Harboørevej 16, 7680 Thyborøn",7680,Thyborøn,56.701937,8.21337
Go'on,Go'on Klitmøller,"Ørhagevej 64, 7700 Thisted",7700,Thisted,57.040114,8.497727
Go'on,Go'on Thisted,"Østerbakken 111, 7700 Thisted",7700,Thisted,56.968937,8.734324
Go'on,Go'on Vesløs,"Aalborgvej 219, 7742 Vesløs",7742,Vesløs,57.025021,9.015441
Go'on,Go'on Gettrup,"Ydbyvej 80, 7760 Hurup Thy",7760,Hurup Thy,56.720772,8.35805
Go'on,Go'on Oddesund,"Hovedvejen 6, 7790 Thyholm",7790,Thyholm,56.58207,8.547527
Go'on,Go'on Stoholm,"Østergade 24, 7850 Stoholm",7850,Stoholm,56.485072,9.154968
Go'on,Go'on Junget,"Fjordvej 102, 7870 Roslev",7870,Roslev,56.762282,9.100089
Go'on,Go'on Roslev,"Lodalvej 1, 7870 Roslev",7870,Roslev,56.698541,8.979198
Go'on,Go'on Frøslev,"Elsøvej 208, 7900 Nykøbing Mors",7900,Nykøbing Mors,56.802397,8.735519
Go'on,Go'on Sejerslev,"Sejersvej 26, 7900 Nykøbing Mors",7900,Nykøbing Mors,56.921961,8.866722
Go'on,Go'on Bjergby,"Korsbakkevej 17, 7950 Erslev",7950,Erslev,56.868374,8.733323
Go'on,Go'on Brabrand,"Silkeborgvej 691, 8220 Brabrand",8220,Brabrand,56.152943,10.091095
Go'on,Go'on Viby J,"Gunnar Clausens Vej 2A, 8260 Viby",8260,Viby,56.111053,10.12479
Go'on,Go'on Malling,"Ajstrupvej 8, 8340 Malling",8340,Malling,56.037924,10.193198
Go'on,Go'on Tilst,"Blomstervej 2A, 8381 Tilst",8381,Tilst,56.182381,10.123998
Go'on,Go'on Ebeltoft,"Færgevejen 3, 8400 Ebeltoft",8400,Ebeltoft,56.190796,10.672172
Go'on,Go'on Grenå,"Århusvej 6, 8500 Grenaa",8500,Grenaa,56.409702,10.873435
Go'on,Go'on Trustrup,"Mølletoften 2, 8570 Trustrup",8570,Trustrup,56.364734,10.746734
Go'on,Go'on Ørum Djurs,"Hovedvejen 46, 8586 Ørum",8586,Ørum,56.439611,10.689187
Go'on,Go'on Silkeborg,"Nørreskov Bakke 139, 8600 Silkeborg",8600,Silkeborg,56.202422,9.598423
Go'on,Go'on Kjellerup,"Søndergade 116, 8620 Kjellerup",8620,Kjellerup,56.278719,9.434498
Go'on,Go'on Skanderborg,"Ladegårdsbakken 16, 8660 Skanderborg",8660,Skanderborg,56.047295,9.938553
Go'on,Go'on Tebstrup,"Horsensvej 140, 8660 Skanderborg",8660,Skanderborg,55.969531,9.876292
Go'on,Go'on Låsby,"Hovedgaden 11, 8670 Låsby",8670,Låsby,56.150823,9.808486
Go'on,"Go'on Horsens, Høegh Guldbergs Gade","Høegh Guldbergs Gade 48, 8700 Horsens",8700,Horsens,55.85093,9.84646
Go'on,"Go'on Horsens, Krudthusvej","Krudthusvej 4, 8700 Horsens",8700,Horsens,55.87167,9.852315
Go'on,"Go'on Horsens, Nørretorv","Nørretorv 6, 8700 Horsens",8700,Horsens,55.868225,9.846678
Go'on,"Go'on Horsens, Sundvej","Sundvej 115, 8700 Horsens",8700,Horsens,55.867696,9.884774
Go'on,Go'on Lund,"Provstlund Alle 4, 8700 Horsens",8700,Horsens,55.889077,9.78074
Go'on,Go'on Tvingstrup,"Serridslevvej 81, 8700 Horsens",8700,Horsens,55.912942,9.922313
Go'on,Go'on Daugård,"Gammel Vejlevej 51, 8721 Daugård",8721,Daugård,55.733033,9.703047
Go'on,Go'on Løsning,"Frederiksbergvej 27, 8723 Løsning",8723,Løsning,55.80176,9.69338
Go'on,Go'on Østbirk,"Stenagervej 2, 8752 Østbirk",8752,Østbirk,55.961859,9.756831
Go'on,Go'on Klovborg,"Storegade 48, 8765 Klovborg",8765,Klovborg,55.931138,9.492271
Go'on,Go'on Viborg,"Fabrikvej 16, 8800 Viborg",8800,Viborg,56.469512,9.409021
Go'on,Go'on Løvel,"Gyngkær 2, 8830 Tjele",8830,Tjele,56.53837,9.471353
Go'on,Go'on Landlyst,"Sundvej 37, 8832 Skals",8832,Skals,56.60512,9.313558
Go'on,Go'on Skals,"Industriparken 1, 8832 Skals",8832,Skals,56.56147,9.400527
Go'on,Go'on Ulstrup,"Hovedgaden 40, 8860 Ulstrup",8860,Ulstrup,56.38937,9.791402
Go'on,Go'on Råsted,"Hobrovej 365, 8920 Randers NV",8920,Randers NV,56.512104,9.950095
Go'on,Go'on Randers,"Udbyhøjvej 7, 8930 Randers",8930,Randers,56.466282,10.054662
Go'on,Go'on Romalt,"Romalt Blvd. 36, 8960 Randers",8960,Randers,56.448388,10.089646
Go'on,Go'on Allingåbro,"Rougsøvej 45, 8961 Allingåbro",8961,Allingåbro,56.466167,10.318981
Go'on,Go'on Kastbjerg,"Bygaden 1, 8970 Havndal",8970,Havndal,56.645623,10.160645
Go'on,Go'on Hald,"Hadsundvej 428, 8983 Gjerlev",8983,Gjerlev,56.551676,10.103981
Go'on,Go'on Fårup,"Butikstorvet 3, 8990 Fårup",8990,Fårup,56.545121,9.856239
Go'on,Go'on Gug,"Gertrud Rasks Vej 1, 9210 Aalborg SØ",9210,Aalborg SØ,57.023369,9.927578
Go'on,Go'on Vegger,"Aagade 32, 9240 Nibe",9240,Nibe,56.886409,9.570992
Go'on,Go'on Klokkerholm,"Kløvervej 2, 9320 Klokkerholm",9320,Klokkerholm,57.207094,10.152131
Go'on,Go'on Dronninglund,"Østre Ringgade 15, 9330 Dronninglund",9330,Dronninglund,57.159968,10.303846
Go'on,Go'on Asaa,"Strandvejen 410, 9340 Asaa",9340,Asaa,57.147533,10.403469
Go'on,Go'on Gandrup,"Borgergade 80, 9362 Gandrup",9362,Gandrup,57.06152,10.182036
Go'on,Go'on Hals,"Østergade 26, 9370 Hals",9370,Hals,56.997813,10.309915
Go'on,Go'on Vestbjerg,"Irene Holms Vej 2, 9380 Vestbjerg",9380,Vestbjerg,57.124632,9.970191
Go'on,Go'on Aabybro,"Vestergade 37, 9440 Aabybro",9440,Aabybro,57.165029,9.72559
Go'on,Go'on Vittrup,"Løkkensvej 821, 9480 Løkken",9480,Løkken,57.394293,9.78359
Go'on,Go'on Kaas,"Nørregade 46, 9490 Pandrup",9490,Pandrup,57.199965,9.675944
Go'on,"Go'on Hobro, Andrupvej","Andrupvej 1, 9500 Hobro",9500,Hobro,56.616601,9.80753
Go'on,"Go'on Hobro, Hostrupvej","Hostrupvej 6, 9500 Hobro",9500,Hobro,56.641477,9.794338
Go'on,Go'on Arden,"Østergade 7, 9510 Arden",9510,Arden,56.768494,9.860981
Go'on,Go'on Skørping,"Møldrupvej 10, 9520 Skørping",9520,Skørping,56.832707,9.886833
Go'on,Go'on Hadsund,"Østergade 86, 9560 Hadsund",9560,Hadsund,56.727429,10.136194
Go'on,Go'on Øster Hurup,"Kystvejen 10-12, 9560 Hadsund",9560,Hadsund,56.808125,10.270042
Go'on,Go'on Bælum,"Vestergade 22B, 9574 Bælum",9574,Bælum,56.831268,10.114875
Go'on,Go'on Gedsted,"Vesterbro 20, 9631 Gedsted",9631,Gedsted,56.691352,9.332017
Go'on,Go'on Farsø,"Søndergade 88, 9640 Farsø",9640,Farsø,56.764514,9.337778
Go'on,Go'on Strandby,"Løgstørvej 38, 9640 Farsø",9640,Farsø,56.79319,9.213816
Go'on,Go'on Brøndum,"Aalborgvej 104, 9670 Løgstør",9670,Løgstør,56.963073,9.346699
Go'on,"Go'on Løgstør, Aalborgvej","Aalborgvej 1, 9670 Løgstør",9670,Løgstør,56.970055,9.278923
Go'on,"Go'on Løgstør, Sønderport","Sønderport 23, 9670 Løgstør",9670,Løgstør,56.963842,9.25168
Go'on,Go'on Klim,"Thistedvej 294, 9690 Fjerritslev",9690,Fjerritslev,57.095718,9.168995
Go'on,Go'on Brønderslev,"Østergade 64, 9700 Brønderslev",9700,Brønderslev,57.263005,9.952188
Go'on,Go'on Stenum,"Løkkenvej 331, 9700 Brønderslev",9700,Brønderslev,57.320015,9.865336
Go'on,Go'on Jerslev,"Højlandsvej 2, 9740 Jerslev J",9740,Jerslev J,57.288284,10.09093
Go'on,"Go'on Hjørring, Aalborgvej","Ålborgvej 88, 9800 Hjørring",9800,Hjørring,57.433857,9.995632
Go'on,"Go'on Hjørring, Hirtshalsvej","Hirtshalsvej 38, 9800 Hjørring",9800,Hjørring,57.467297,9.972473
Go'on,"Go'on Hjørring, Skagensvej","Skagensvej 201A, 9800 Hjørring",9800,Hjørring,57.482464,9.990466
Go'on,"Go'on Hjørring, Tørholmsvej","Tørholmsvej 95, 9800 Hjørring",9800,Hjørring,57.467046,9.993132
Go'on,Go'on Hirtshals  Transport Center,"Dalsagervej 3, 9850 Hirtshals",9850,Hirtshals,57.575772,9.9886
Go'on,Go'on Frederikshavn,"Nordvej 12, 9900 Frederikshavn",9900,Frederikshavn,57.389448,10.511894
Go'on,"Go'on Læsø, Østerby","Østerby Havnegade 2, 9940 Læsø",9940,Læsø,57.32024,11.125849
HK Benzin,Tankstation Henne,"Strandvejen 46, 6854 Henne",6854,Henne,55.708521,8.306177
HK Benzin,Tankstation Juelsminde,"Havnegade 15, 7130 Juelsminde",7130,Juelsminde,55.715534,10.01588
HK Benzin,Tankstation Krogager,"Storegade 2, Krogager, 7200 Grindsted",7200,Grindsted,55.701144,8.845379
Ingo,"INGO KBH. S, AMAGERBROGADE","Amagerbrogade 298, 2300 København S",2300,København S,55.640831,12.616437
Ingo,"INGO KBH. S, HERJEDALGADE","Herjedalgade 6, 2300 København S",2300,København S,55.66883,12.60238
Ingo,"INGO KBH. NV, FREDERIKSSUNDSVEJ","Frederikssundsvej 76, 2400 København NV",2400,København NV,55.70506,12.5257
Ingo,"INGO KBH. SV, ELLEBJERGVEJ","Ellebjergvej 49, 2450 København SV",2450,København SV,55.649968,12.522461
Ingo,"INGO KBH. SV, VASBYGADE 4","Vasbygade 4, 2450 København SV",2450,København SV,55.660836,12.556886
Ingo,"INGO VALBY, VIGERSLEV ALLÉ","Vigerslev Allé 160, 2500 Valby",2500,Valby,55.66008,12.49566
Ingo,"INGO GLOSTRUP, EJBY","Ejby Industrivej 111, 2600 Glostrup",2600,Glostrup,55.69726,12.42067
Ingo,"INGO GLOSTRUP, SMEDELAND","Smedeland 1, 2600 Glostrup",2600,Glostrup,55.676866,12.389153
Ingo,INGO BRØNDBY,"Vallensbækvej 13, 2605 Brøndby",2605,Brøndby,55.64352,12.396742
Ingo,"INGO RØDOVRE, SLOTSHERRENSVEJ","Slotsherrensvej 358, 2610 Rødovre",2610,Rødovre,55.70446,12.43875
Ingo,"INGO ALBERTSLUND, HOLSBJERGVEJ","Holsbjergvej 35, 2620 Albertslund",2620,Albertslund,55.66182,12.34039
Ingo,"INGO TAASTRUP, CITYRINGEN","Cityringen 1, 2630 Taastrup",2630,Taastrup,55.64228,12.277246
Ingo,INGO ISHØJ,"Vejleåvej 15, 2635 Ishøj",2635,Ishøj,55.623418,12.323222
Ingo,"INGO HUNDIGE, WAVES STORCENTER","Waves Storcenter 13 C, 2670 Greve",2670,Greve,55.599751,12.328925
Ingo,"INGO VANLØSE, ÅLEKISTEVEJ","Ålekistevej 158, 2720 Vanløse",2720,Vanløse,55.69091,12.48148
Ingo,INGO HERLEV HOVEDGADE 50,"Herlev Hovedgade 50, 2730 Herlev",2730,Herlev,55.7196,12.45139
Ingo,INGO BALLERUP,"Industriparken 2, 2750 Ballerup",2750,Ballerup,55.728685,12.372619
Ingo,"INGO KASTRUP, AMAGER LANDEVEJ","Amager Landevej 177, 2770 Kastrup",2770,Kastrup,55.62486,12.625282
Ingo,INGO NÆRUM,"Rundforbivej 190, 2850 Nærum",2850,Nærum,55.81533,12.52921
Ingo,INGO SØBORG,"Gladsaxevej 369-371, 2860 Søborg",2860,Søborg,55.73929,12.48607
Ingo,INGO BAGSVÆRD,"Bagsværd Hovedgade 94, 2880 Bagsværd",2880,Bagsværd,55.75967,12.457372
Ingo,INGO HELSINGØR,"Kongevejen 74, 3000 Helsingør",3000,Helsingør,56.02793,12.59253
Ingo,INGO ÅLSGÅRDE,"Krogebakke 9, 3140 Ålsgårde",3140,Ålsgårde,56.074986,12.541533
Ingo,INGO HELSINGE,"Rundinsvej 41, 3200 Helsinge",3200,Helsinge,56.016914,12.198629
Ingo,INGO GRÆSTED,"Græsted Stationsvej 33, 3230 Græsted",3230,Græsted,56.07019,12.282596
Ingo,"INGO HILLERØD, FREJASVEJ","Frejasvej 25, 3400 Hillerød",3400,Hillerød,55.93242,12.28663
Ingo,"INGO HILLERØD, HERREDSVEJEN","Herredsvejen 10, 3400 Hillerød",3400,Hillerød,55.935,12.262618
Ingo,INGO BLOVSTRØD,"Kongevejen 5, Blovstrød, 3450 Allerød",3450,Allerød,55.86302,12.388441
Ingo,INGO BIRKERØD,"Birkerød Kongevej 62B, 3460 Birkerød",3460,Birkerød,55.841326,12.440409
Ingo,"INGO FARUM, FREDERIKSBORGVEJ","Frederiksborgvej 29, 3520 Farum",3520,Farum,55.811172,12.377153
Ingo,"INGO FARUM, RUGMARKEN","Rugmarken 1, 3520 Farum",3520,Farum,55.816107,12.374395
Ingo,INGO FREDERIKSSUND,"Askelundsvej 4, 3600 Frederikssund",3600,Frederikssund,55.844849,12.074354
Ingo,"INGO ROSKILDE, KØBENHAVNSVEJ 112","Københavnsvej 112, 4000 Roskilde",4000,Roskilde,55.642265,12.114923
Ingo,"INGO ROSKILDE, KØBENHAVNSVEJ 141","Københavnsvej 141, 4000 Roskilde",4000,Roskilde,55.643168,12.119045
Ingo,INGO RINGSTED,"Bragesvej 1, 4100 Ringsted",4100,Ringsted,55.42901,11.78954
Ingo,"INGO SLAGELSE, MARIENDALS ALLE","Mariendals Alle 29, 4200 Slagelse",4200,Slagelse,55.397528,11.341194
Ingo,"INGO SLAGELSE, SORØVEJ","Sorøvej 37, 4200 Slagelse",4200,Slagelse,55.41522,11.3996
Ingo,INGO KORSØR,"Tårnborgvej 31/Kongebroen, 4220 Korsør",4220,Korsør,55.33969,11.140295
Ingo,INGO HOLBÆK,"L.C.Worsøesvej 1, 4300 Holbæk",4300,Holbæk,55.70575,11.71526
Ingo,INGO STORE MERLØSE,"Ringstedvej 9, 4370 Store Merløse",4370,Store Merløse,55.541012,11.710521
Ingo,INGO VIPPERØD,"Roskildevej 268b, 4390 Vipperød",4390,Vipperød,55.673561,11.74047
Ingo,INGO KALUNDBORG,"Flakagervej 4, 4400 Kalundborg",4400,Kalundborg,55.66482,11.11753
Ingo,"INGO KØGE, GYMNASIEVEJ","Gymnasievej 25, 4600 Køge",4600,Køge,55.454343,12.169178
Ingo,"INGO KØGE, STRANDVEJEN","Strandvejen 86, 4600 Køge",4600,Køge,55.447476,12.190225
Ingo,INGO HASLEV,"Ringstedvej 8, 4690 Haslev",4690,Haslev,55.330055,11.957862
Ingo,"INGO NÆSTVED, DANIA","Dania 30, 4700 Næstved",4700,Næstved,55.233729,11.757264
Ingo,"INGO NÆSTVED, KARREBÆKVEJ","Karrebækvej 26, 4700 Næstved",4700,Næstved,55.22789,11.748068
Ingo,INGO NÆSTVED STORCENTER,"Næstved Storcenter 100, 4700 Næstved",4700,Næstved,55.253329,11.786347
Ingo,INGO VORDINGBORG,"Næstvedvej 6, 4760 Vordingborg",4760,Vordingborg,55.01414,11.899288
Ingo,INGO STEGE,"Katedralvej 61, 4780 Stege",4780,Stege,54.991723,12.284048
Ingo,INGO GULDBORGSUND CENTRET,"Guldborgsundcentret 2, 4800 Nykøbing Falster",4800,Nykøbing Falster,54.75945,11.855118
Ingo,"INGO NYKØBING F, GÅBENSEVEJ 108","Gaabensevej 108-110, 4800 Nykøbing F",4800,Nykøbing F,54.78112,11.86715
Ingo,"INGO NYKØBING F, GÅBENSEVEJ 58","Gaabensevej 58, 4800 Nykøbing F",4800,Nykøbing F,54.777432,11.867205
Ingo,INGO SUNDBY,"Sundby Alle 8, Sundby L., 4800 Nykøbing F",4800,Nykøbing F,54.76819,11.854523
Ingo,INGO NAKSKOV,"Vejlegadebro 5, 4900 Nakskov",4900,Nakskov,54.83376,11.13026
Ingo,INGO MARIBO,"Østre Landevej 21, 4930 Maribo",4930,Maribo,54.776058,11.513202
Ingo,INGO RØDBYHAVN,"Færgestationsvej 2, Rødbyhavn, 4970 Rødby",4970,Rødby,54.659322,11.360968
Ingo,INGO SAKSKØBING,"Maribovej 17, 4990 Sakskøbing",4990,Sakskøbing,54.799583,11.626454
Ingo,"INGO ODENSE, BUCHWALDSGADE","Buchwaldsgade 2b, 5000 Odense C",5000,Odense C,55.40655,10.3863
Ingo,"INGO ODENSE, RUGÅRDSVEJ","Rugårdsvej 193, 5210 Odense NV",5210,Odense NV,55.40796,10.3431
Ingo,INGO BELLINGE,"Bellingevej 92, 5250 Odense SV",5250,Odense SV,55.337858,10.314544
Ingo,"INGO ODENSE, SKOVALLEEN","Skovalleen 1a, 5250 Odense SV",5250,Odense SV,55.36728,10.37312
Ingo,INGO OTTERUP,"Vestergade 2, 5450 Otterup",5450,Otterup,55.512426,10.39917
Ingo,INGO NONNEBO,"Odensevej 62, Nonnebo, 5550 Langeskov",5550,Langeskov,55.37242,10.561178
Ingo,INGO ÅRUP,"Gamle Hovedvej 87, 5560 Aarup",5560,Aarup,55.4221,10.032507
Ingo,"INGO FAABORG, ENGVEJ","Engvej 3, 5600 Faaborg",5600,Faaborg,55.098811,10.236628
Ingo,"INGO FAABORG, NYBORGVEJ","Nyborgvej 56, 5600 Faaborg",5600,Faaborg,55.111443,10.228996
Ingo,"INGO SVENDBORG, KOGTVEDVEJ","Kogtvedvej 1, 5700 Svendborg",5700,Svendborg,55.050973,10.594681
Ingo,"INGO SVENDBORG, ODENSEVEJ","Odensevej 26, 5700 Svendborg",5700,Svendborg,55.067162,10.58643
Ingo,INGO RINGE,"Bygmestervej 2, 5750 Ringe",5750,Ringe,55.236432,10.488335
Ingo,INGO NYBORG,"Frisengårdsvej 15, 5800 Nyborg",5800,Nyborg,55.317932,10.79072
Ingo,"INGO KOLDING, DOMHUSGADE","Domhusgade 6, 6000 Kolding",6000,Kolding,55.484458,9.48023
Ingo,"INGO KOLDING, VEJLEVEJ 137","Vejlevej 137, 6000 Kolding",6000,Kolding,55.50516,9.45714
Ingo,"INGO KOLDING, VEJLEVEJ 148","Vejlevej 148, 6000 Kolding",6000,Kolding,55.50505,9.45818
Ingo,"INGO KOLDING, VONSILDVEJ","Vonsildvej 1a, 6000 Kolding",6000,Kolding,55.470017,9.471472
Ingo,INGO CHRISTIANSFELD,"Lindegade 53, 6070 Christiansfeld",6070,Christiansfeld,55.356075,9.489553
Ingo,INGO SEGGELUND,"Hovedvej 55, Seggelund, 6070 Christiansfeld",6070,Christiansfeld,55.325762,9.493782
Ingo,"INGO HADERSLEV, ÅBENRÅVEJ","Aabenraavej 1, 6100 Haderslev",6100,Haderslev,55.245094,9.490465
Ingo,"INGO HADERSLEV, CHRISTIANSF.VEJ","Christiansfeldvej 2, 6100 Haderslev",6100,Haderslev,55.254767,9.490522
Ingo,"INGO HADERSLEV, REMISEN","Remisen 4, 6100 Haderslev",6100,Haderslev,55.252298,9.499373
Ingo,"INGO HADERSLEV, TEATERSTIEN","Teaterstien 7, 6100 Haderslev",6100,Haderslev,55.25142,9.49045
Ingo,INGO AABENRAA,"Vestvejen 165, 6200 Aabenraa",6200,Aabenraa,55.04988,9.40373
Ingo,INGO TØNDER,"Kongevejen 3, 6270 Tønder",6270,Tønder,54.938909,8.872411
Ingo,INGO GRÅSTEN,"Planetvej 1, 6300 Gråsten",6300,Gråsten,54.932944,9.608941
Ingo,INGO TINGLEV,"Flensborglandevej 6, 6360 Tinglev",6360,Tinglev,54.931416,9.237654
Ingo,INGO BYLDERUP-BOV,"Bygaden 29, 6372 Bylderup-Bov",6372,Bylderup-Bov,54.939613,9.084027
Ingo,"INGO SØNDERBORG, ÅBENRÅVEJ","Åbenråvej 1, 6400 Sønderborg",6400,Sønderborg,54.910981,9.774145
Ingo,"INGO SØNDERBORG, ALSGADE","Alsgade 70-72, 6400 Sønderborg",6400,Sønderborg,54.91811,9.80657
Ingo,INGO GUDERUP,"Søndergade 22, Guderup, 6430 Nordborg",6430,Nordborg,54.985886,9.868835
Ingo,"INGO VOJENS, ØSTERGADE","Østergade 67, 6500 Vojens",6500,Vojens,55.252774,9.31866
Ingo,"INGO VOJENS, OVER JERSTALVEJ","Over Jerstalvej 9, 6500 Vojens",6500,Vojens,55.243797,9.293471
Ingo,INGO VEJEN,"Præstevænget 40B, 6600 Vejen",6600,Vejen,55.485631,9.139745
Ingo,"INGO ESBJERG, STOREGADE 28","Storegade 28, 6700 Esbjerg",6700,Esbjerg,55.471587,8.465972
Ingo,"INGO ESBJERG, SPANGSBJ. MØLLEVEJ","Spangsbjerg Møllevej 99, 6705 Esbjerg Ø",6705,Esbjerg Ø,55.48674,8.465905
Ingo,"INGO ESBJERG, STOREGADE 222","Storegade 222, 6705 Esbjerg Ø",6705,Esbjerg Ø,55.479318,8.493126
Ingo,"INGO ESBJERG, STRANDBY KIRKEVEJ","Strandby Kirkevej 181, 6705 Esbjerg Ø",6705,Esbjerg Ø,55.47993,8.46773
Ingo,"INGO ESBJERG, ÅDALSPARKEN","Ådalsparken 1, 6710 Esbjerg V",6710,Esbjerg V,55.503708,8.40316
Ingo,"INGO ESBJERG, STORMGADE","Østervangsvej 1A, 6715 Esbjerg N",6715,Esbjerg N,55.501631,8.453031
Ingo,INGO BRØNS,"Hovedvejen 8, Brøns, 6780 Skærbæk",6780,Skærbæk,55.1957,8.727418
Ingo,INGO RØMØ,"Juvrevej 3, Nr. Tvismark, 6792 Rømø",6792,Rømø,55.152542,8.549118
Ingo,INGO VARDE,"Nordre Blvd. 102, 6800 Varde",6800,Varde,55.632029,8.474815
Ingo,INGO TARM,"Vardevej 6, 6880 Tarm",6880,Tarm,55.90375,8.518077
Ingo,INGO RINGKØBING,"Herningvej 24, 6950 Ringkøbing",6950,Ringkøbing,56.08778,8.250109
Ingo,INGO HVIDE SANDE,"Parallelvej 65, 6960 Hvide Sande",6960,Hvide Sande,56.015481,8.126717
Ingo,INGO ULFBORG,"Holmegade 50, 6990 Ulfborg",6990,Ulfborg,56.275993,8.32431
Ingo,"INGO FREDERICIA, STREVELINSVEJ","Strevelinsvej 1a, 7000 Fredericia",7000,Fredericia,55.53618,9.71702
Ingo,"INGO FREDERICIA, VEJLEVEJ","Vejlevej 18, 7000 Fredericia",7000,Fredericia,55.56961,9.72824
Ingo,INGO LINDVED,"Viborg Hovedvej 44, Ulkær, 7100 Vejle",7100,Vejle,55.782387,9.575408
Ingo,INGO VEJLE,"Boeskærvej 13, 7100 Vejle",7100,Vejle,55.675273,9.579908
Ingo,INGO BREDSTEN,"Ballevej 26, 7182 Bredsten",7182,Bredsten,55.70622,9.377617
Ingo,INGO GRINDSTED,"Østerbrogade 1, 7200 Grindsted",7200,Grindsted,55.755661,8.933273
Ingo,INGO BRANDE,"Vejlevej 51, 7330 Brande",7330,Brande,55.937946,9.135557
Ingo,"INGO HERNING, HOLSTEBROVEJ 21","Holstebrovej 21 - 23, 7400 Herning",7400,Herning,56.137547,8.947279
Ingo,"INGO HERNING, HOLSTEBROVEJ 26","Holstebrovej 26, 7400 Herning",7400,Herning,56.137392,8.948194
Ingo,"INGO HERNING, WEDELLSBORGVEJ","Wedellsborgvej 1, 7400 Herning",7400,Herning,56.150399,8.936247
Ingo,"INGO IKAST, VESTERGADE","Vestergade 63, 7430 Ikast",7430,Ikast,56.13841,9.14596
Ingo,INGO BORDING,"Bredgade 102, 7441 Bording",7441,Bording,56.140316,9.284806
Ingo,"INGO HOLSTEBRO, BANETOFTEN","Banetoften 2-4, 7500 Holstebro",7500,Holstebro,56.363619,8.593409
Ingo,"INGO HOLSTEBRO, NØRREBROGADE","Gartnerivej 1, 7500 Holstebro",7500,Holstebro,56.37651,8.61379
Ingo,"INGO HOLSTEBRO, STRUERVEJ","Struervej 78, 7500 Holstebro",7500,Holstebro,56.371559,8.616735
Ingo,"INGO STRUER, FÆLLEDVEJ","Fælledvej 3, 7600 Struer",7600,Struer,56.478794,8.58161
Ingo,"INGO STRUER, HJERMVEJ","Hjermvej 27, 7600 Struer",7600,Struer,56.47989,8.605465
Ingo,INGO LEMVIG,"Vestergade 40, 7620 Lemvig",7620,Lemvig,56.549689,8.30353
Ingo,"INGO ROM, LEMVIG","Ringkøbingvej 81, Rom, 7620 Lemvig",7620,Lemvig,56.516434,8.306248
Ingo,INGO HARBOØRE,"Thyborønvej 68, 7673 Harboøre",7673,Harboøre,56.618357,8.187906
Ingo,INGO NORS,"Norsvej 75, Nors, 7700 Thisted",7700,Thisted,57.023342,8.681603
Ingo,INGO KOLDBY,"Oddesundvej 200, Koldby, 7752 Snedsted",7752,Snedsted,56.846027,8.533505
Ingo,INGO HAGEBRO,"Holstebrovej 286, Hagebro, 7800 Skive",7800,Skive,56.408028,9.011057
Ingo,"INGO SKIVE, BILSTRUPVEJ","Bilstrupvej 1, 7800 Skive",7800,Skive,56.55316,9.02388
Ingo,"INGO SKIVE, SDR. BOULEVARD","Sdr Boulevard 9, 7800 Skive",7800,Skive,56.563232,9.029135
Ingo,"INGO SKIVE, THORSVEJ","Thorsvej 8, 7800 Skive",7800,Skive,56.549145,9.049074
Ingo,INGO VINDERUP,"Søndergade 51, 7830 Vinderup",7830,Vinderup,56.477684,8.77714
Ingo,"INGO ÅRHUS, RANDERSVEJ","Randersvej 136, 8200 Aarhus N",8200,Aarhus N,56.179221,10.200581
Ingo,"INGO ÅRHUS V, HASLE","Viborgvej 119, Hasle, 8210 Aarhus V",8210,Aarhus V,56.164947,10.168532
Ingo,INGO BRABRAND,"Edwin Rahrs Vej 42, 8220 Brabrand",8220,Brabrand,56.16282,10.12588
Ingo,"INGO ÅRHUS, SØREN FRICHS VEJ","Søren Frichs Vej 54, 8230 Åbyhøj",8230,Åbyhøj,56.150452,10.16677
Ingo,"INGO RISSKOV, GRENÅVEJ","Grenåvej 137, 8240 Risskov",8240,Risskov,56.18839,10.21789
Ingo,"INGO RISSKOV, RAVNSØVEJ","Ravnsøvej 42, 8240 Risskov",8240,Risskov,56.201769,10.245577
Ingo,INGO SKÆRING,"Grenåvej 503, Skæring, 8250 Egå",8250,Egå,56.225792,10.289949
Ingo,"INGO ÅRHUS, VIBY J","Skanderborgvej 158, 8260 Viby J",8260,Viby J,56.13246,10.16789
Ingo,"INGO HØJBJERG, ODDERVEJ","Oddervej 178 A, 8270 Højbjerg",8270,Højbjerg,56.10396,10.20626
Ingo,"INGO HØJBJERG, ROSENVANGS ALLE","Rosenvangs Alle 218, 8270 Højbjerg",8270,Højbjerg,56.117086,10.198622
Ingo,INGO ØRTING,"Horsensvej 121, Ørting, 8300 Odder",8300,Odder,55.929962,10.154818
Ingo,INGO TRANBJERG,"Sletvej 36, 8310 Tranbjerg J",8310,Tranbjerg J,56.10778,10.1343
Ingo,INGO SOLBJERG,"Solbjerg Hovedgade 21, 8355 Solbjerg",8355,Solbjerg,56.04341,10.081906
Ingo,INGO HADSTEN,"Ellemosevej 2, 8370 Hadsten",8370,Hadsten,56.32673,10.056843
Ingo,INGO TIRSTRUP,"Århusvej 49, Tirstrup, 8400 Ebeltoft",8400,Ebeltoft,56.302125,10.687784
Ingo,INGO GALTEN,"Århusvej 12, 8464 Galten",8464,Galten,56.148149,9.904756
